WOEID;ISO Country Code;Preferred "Normal" Name;Language Code of Name;laceType Code;Parent ID
458404;BR;Alto do Melo;POR;Town;12578405
458405;BR;Alto Rio Verde;POR;Town;12579103
458407;BR;Alto Uruguai;POR;Town;26795544
458408;BR;Altos;POR;Town;12580985
458409;BR;Altos;POR;Town;26794540
458412;BR;Amanari;POR;Town;12578744
458413;BR;Amapá;POR;Town;12578059
458414;BR;Amargosa;POR;Town;12578632
458415;BR;Amaro;POR;Town;12580754
458416;BR;Amaro Leite;POR;Town;12579009
458417;BR;Ambauba;POR;Town;12578220
458418;BR;Ambé;POR;Town;12580132
458419;BR;Ambrósio;POR;Town;12581009
458420;BR;Ameixas;POR;Town;12580776
458422;BR;Amizade;POR;Town;12580133
458423;BR;Amolar;POR;Town;12579127
458425;BR;Amparo;POR;Town;12578562
458427;BR;Anajá;POR;Town;12579277
458428;BR;Anajateua;POR;Town;12580191
458429;BR;Anajatuba;POR;Town;12580136
458430;BR;Ananás;POR;Town;12580941
458432;BR;Anapolândia;POR;Town;12582535
458435;BR;Ancori;POR;Town;12578225
458436;BR;Andaraí;POR;Town;12578533
458437;BR;Andirá;POR;Town;12578201
458439;BR;André Siqueira;POR;Town;12582495
458440;BR;Anélio;POR;Town;26794618
458441;BR;Angelim;POR;Town;12578521
458442;BR;Angelim;POR;Town;12578168
458443;BR;Angelim;POR;Town;12578464
458444;BR;Angical;POR;Town;26794952
458445;BR;Angical;POR;Town;12578403
458446;BR;Angical;POR;Town;12582536
458447;BR;Angical;POR;Town;12579285
458448;BR;Angico;POR;Town;12578301
458449;BR;Angico;POR;Town;12578471
458451;BR;Angico Branco;POR;Town;26794723
458453;BR;Anhangá;POR;Town;12580216
458455;BR;Anori;POR;Town;12578215
458456;BR;Anta;POR;Town;26794776
458457;BR;Antari;POR;Town;12578266
458458;BR;Antas;POR;Town;12578291
458459;BR;Antônio Filinto;POR;Town;12578216
458460;BR;Antônio Lemos;POR;Town;12580146
458461;BR;Antônio Matos;POR;Town;12580152
458462;BR;Antônio Vicente;POR;Town;12581590
458463;BR;Apajatuba;POR;Town;12579227
458464;BR;Aparecida;POR;Town;12578946
458465;BR;Apertado do Morro;POR;Town;12578264
458466;BR;Apinajé;POR;Town;12582529
458467;BR;Aporé;POR;Town;12578907
458468;BR;Apoti;POR;Town;12580789
458470;BR;Apuí;POR;Town;12580168
458471;BR;Apuí;POR;Town;12580208
458472;BR;Aquidabã;POR;Town;12578190
458474;BR;Araborladit;POR;Town;26794931
458476;BR;Aracatuba;POR;Town;26795135
458477;BR;Araci;POR;Town;12578284
458479;BR;Araguaci;POR;Town;26794493
458480;BR;Araguari;POR;Town;26795171
458481;BR;Araí;POR;Town;12578941
458484;BR;Aranha;POR;Town;12579374
458485;BR;Arapari;POR;Town;12580182
458486;BR;Arapari;POR;Town;12580175
458487;BR;Arapari;POR;Town;12581590
458488;BR;Arapari;POR;Town;12578201
458489;BR;Arapirã;POR;Town;12578166
458490;BR;Arapiranga;POR;Town;12578557
458491;BR;Arapixi;POR;Town;12578181
458493;BR;Arapua;POR;Town;12579173
458494;BR;Araqua;POR;Town;12580131
458495;BR;Araquari;POR;Town;12581610
458496;BR;Araras;POR;Town;12581586
458497;BR;Ararás;POR;Town;12578821
458498;BR;Araras;POR;Town;12580132
458499;BR;Arari;POR;Town;26794901
458501;BR;Ararunaquara;POR;Town;12580132
458503;BR;Arati;POR;Town;12578176
458506;BR;Arcelino;POR;Town;26795550
458507;BR;Areal;POR;Town;12578246
458508;BR;Areal;POR;Town;12578481
458509;BR;Areão;POR;Town;12578611
458511;BR;Areia Branca;POR;Town;12582445
458512;BR;Areia Branca;POR;Town;12582386
458513;BR;Areias;POR;Town;12580179
458514;BR;Areias;POR;Town;12578266
458515;BR;Arembepe;POR;Town;12578299
458516;BR;Arequembaua;POR;Town;12580138
458517;BR;Arere;POR;Town;12580131
458518;BR;Ariaú;POR;Town;12578177
458519;BR;Arimã;POR;Town;12578225
458520;BR;Arinos;POR;Town;12579361
458521;BR;Ariranha;POR;Town;12578213
458522;BR;Aritaguá;POR;Town;12578393
458526;BR;Aroeira;POR;Town;12579296
458527;BR;Aroeira;POR;Town;12579160
458528;BR;Arraial;POR;Town;12578300
458529;BR;Arroio do Só;POR;Town;12581474
458530;BR;Arrojado;POR;Town;12578340
458531;BR;Articura;POR;Town;12580149
458532;BR;Aru;POR;Town;12578220
458533;BR;Aru;POR;Town;12580149
458534;BR;Aruajá;POR;Town;12578185
458535;BR;Aruanã;POR;Town;12578173
458536;BR;Pirangi;POR;Town;12578756
458537;BR;Arumã;POR;Town;12578179
458538;BR;Arumanduba;POR;Town;12578202
458539;BR;Arumim;POR;Town;12581589
458540;BR;Aruti;POR;Town;12578220
458541;BR;Asoenangka;POR;Town;12580187
458542;BR;Assaizal;POR;Town;12582536
458543;BR;Assituas;POR;Town;26794700
458546;BR;Assunção;POR;Town;26794612
458547;BR;Atenas;POR;Town;12578061
458548;BR;Aterrado;POR;Town;12579277
458550;BR;Aurizona;POR;Town;12579219
458551;BR;Aurora;POR;Town;12579162
458552;BR;Axioma;POR;Town;12578184
458553;BR;Azauri;POR;Town;12580131
458554;BR;Bacaba;POR;Town;12578201
458555;BR;Bacaba;POR;Town;12582475
458556;BR;Bacabal;POR;Town;12578176
458557;BR;Bacabal;POR;Town;12582490
458558;BR;Bacabal;POR;Town;26794677
458559;BR;Bacabal;POR;Town;26794471
458560;BR;Bacabal;POR;Town;12581591
458561;BR;Bacabalzinho;POR;Town;26795413
458562;BR;Bacada;POR;Town;12578198
458563;BR;Bacada;POR;Town;12578225
458564;BR;Bacatu;POR;Town;26794726
458565;BR;Bacatuba;POR;Town;12579198
458566;BR;Bacaúbas;POR;Town;12580985
458567;BR;Bacuri;POR;Town;12582466
458568;BR;Bacuri;POR;Town;26795305
458569;BR;Bacuri;POR;Town;26794481
458570;BR;Bacuri;POR;Town;26795217
458571;BR;Bacurizinho;POR;Town;12580219
458572;BR;Badajós;POR;Town;12582414
458574;BR;Baía dos Nunes;POR;Town;12579389
458575;BR;Baixa da Imbira;POR;Town;12578246
458576;BR;Baixa do Riachão;POR;Town;12578633
458577;BR;Baixa Grande;POR;Town;12579222
458578;BR;Baixão do Calisto;POR;Town;12578301
458579;BR;Baixão do Lucas;POR;Town;12578580
458580;BR;Balbina;POR;Town;12578219
458582;BR;Balisa;POR;Town;26795616
458583;BR;Baluarte;POR;Town;12578527
458585;BR;Bananal;POR;Town;12578173
458586;BR;Bananal;POR;Town;12579224
458587;BR;Bananal;POR;Town;12579386
458588;BR;Bananal;POR;Town;12578219
458589;BR;Bananal;POR;Town;12578224
458590;BR;Bananeira;POR;Town;26795570
458591;BR;Bananeira;POR;Town;12578606
458592;BR;Bananeiras;POR;Town;12578215
458593;BR;Bananeiras;POR;Town;12581574
458594;BR;Banco da Vitória;POR;Town;12578393
458595;BR;Bandeira;POR;Town;12578731
458596;BR;Bandeira;POR;Town;12578301
458598;BR;Bandiaçu;POR;Town;26794537
458601;BR;Baraúnas;POR;Town;12578596
458602;BR;Barbado;POR;Town;12578215
458604;BR;Barcelos do Sul;POR;Town;12578300
458605;BR;Barra;POR;Town;12578317
458606;BR;Barra;POR;Town;12581699
458607;BR;Barra;POR;Town;26795304
458608;BR;Barra;POR;Town;12578354
458609;BR;Barra Bonita;POR;Town;26794990
458611;BR;Barra da Várzea;POR;Town;26794666
458613;BR;Barra do Arará;POR;Town;12578608
458614;BR;Barra do Brejo;POR;Town;12578527
458615;BR;Barra do Itariri;POR;Town;12578333
458616;BR;Barra do Japó;POR;Town;12578201
458617;BR;Barra do Mundo Novo;POR;Town;12578495
458619;BR;Barra do Riacho;POR;Town;12578551
458620;BR;Barra do São Manuel;POR;Town;26794931
458621;BR;Barra do Silva;POR;Town;26794682
458622;BR;Barra do Tarrachil;POR;Town;12578324
458623;BR;Barra Grande;POR;Town;26794628
458624;BR;Barraca;POR;Town;26794931
458625;BR;Barraca;POR;Town;12578182
458627;BR;Barraca de Seringueiro;POR;Town;12578173
458628;BR;Barraca do Puruano;POR;Town;12579317
458629;BR;Barracão do Barreto;POR;Town;12579317
458630;BR;Barranco Alto;POR;Town;26794741
458631;BR;Barras;POR;Town;12581586
458632;BR;Barreira da Cruz;POR;Town;12582517
458633;BR;Barreiras;POR;Town;26795062
458634;BR;Barreirinha;POR;Town;12578200
458635;BR;Barreiro;POR;Town;26795486
458636;BR;Barreiro;POR;Town;12578526
458637;BR;Barreiro;POR;Town;12578276
458638;BR;Barreiro;POR;Town;12578571
458639;BR;Barreiro;POR;Town;12578317
458640;BR;Barreiro;POR;Town;12578552
458641;BR;Barreiro;POR;Town;12578305
458642;BR;Barreiro;POR;Town;12580597
458643;BR;Barreiro;POR;Town;12581867
458644;BR;Barreiro;POR;Town;12579224
458645;BR;Barreiro;POR;Town;12579203
458646;BR;Barreiro Baixo;POR;Town;12579076
458647;BR;Barreiro Branco;POR;Town;26794931
458648;BR;Barreiro Grande;POR;Town;12578600
458649;BR;Barreiros;POR;Town;12578412
458650;BR;Barrinha;POR;Town;12578439
458651;BR;Barro;POR;Town;26795171
458653;BR;Barro Branco;POR;Town;12580152
458654;BR;Barro Branco;POR;Town;26794811
458655;BR;Barro Duro;POR;Town;12579303
458656;BR;Barro Vermelho;POR;Town;26794828
458657;BR;Barro Vermelho;POR;Town;12578346
458658;BR;Barrocada;POR;Town;12581271
458660;BR;Base das Canoas;POR;Town;12580185
458661;BR;Bastião;POR;Town;12578278
458662;BR;Bastião;POR;Town;12578309
458664;BR;Batalha;POR;Town;12578641
458665;BR;Batatal;POR;Town;26795383
458667;BR;Bateria;POR;Town;12578220
458668;BR;Batovi;POR;Town;12579398
458669;BR;Batuque;POR;Town;12578641
458670;BR;Baturite;POR;Town;12580129
458672;BR;Baturité;POR;Town;12578225
458673;BR;Bautá;POR;Town;12578220
458674;BR;Bauxi;POR;Town;12579386
458675;BR;Bebedouro;POR;Town;12578552
458676;BR;Beira Mar;POR;Town;12581458
458677;BR;Bela Vista;POR;Town;12578221
458678;BR;Bela Vista;POR;Town;12578184
458679;BR;Bela Vista;POR;Town;12582482
458681;BR;Bela Vista;POR;Town;12578220
458682;BR;Bela Vista do Meio;POR;Town;12578288
458684;BR;Belém;POR;Town;12581581
458685;BR;Belém;POR;Town;12579212
458687;BR;Belezas;POR;Town;12578227
458688;BR;Belmonte;POR;Town;26795040
458689;BR;Belo Horizonte;POR;Town;12581574
458690;BR;Belo Horizonte;POR;Town;12578227
458691;BR;Belo Horizonte;POR;Town;12578211
458692;BR;Belo Monte;POR;Town;12578225
458693;BR;Benedito;POR;Town;12578213
458694;BR;Benedito;POR;Town;12578346
458695;BR;Benfica;POR;Town;26795044
458696;BR;Bento Simões;POR;Town;12578402
458697;BR;Bertinho;POR;Town;12580195
458698;BR;Betânia;POR;Town;26794553
458699;BR;Betania;POR;Town;12579402
458701;BR;Bevenuto;POR;Town;12580195
458702;BR;Bexiga;POR;Town;12581459
458704;BR;Bicudo;POR;Town;12578611
458707;BR;Boa Água;POR;Town;12578756
458708;BR;Boa Esperança;POR;Town;12580150
458709;BR;Boa Esperança;POR;Town;12578203
458710;BR;Boa Esperança;POR;Town;12578194
458711;BR;Boa Esperança;POR;Town;12580132
458713;BR;Boa Esperança;POR;Town;12578966
458714;BR;Boa Esperança;POR;Town;12580176
458715;BR;Boa Fé;POR;Town;12580146
458716;BR;Boa Fé;POR;Town;12578193
458717;BR;Boa Fé;POR;Town;26795550
458718;BR;Boa Hora;POR;Town;12581574
458719;BR;Boa Hora;POR;Town;12578554
458720;BR;Boa Morte;POR;Town;12580139
458721;BR;Boa Nova;POR;Town;12578173
458723;BR;Boa Sorte;POR;Town;12578427
458724;BR;Boa União;POR;Town;12578524
458725;BR;Boa União;POR;Town;12580165
458726;BR;Boa União;POR;Town;12578215
458727;BR;Boa Vista;POR;Town;12580136
458728;BR;Boa Vista;POR;Town;26795616
458729;BR;Boa Vista;POR;Town;12580196
458730;BR;Boa Vista;POR;Town;12580195
458731;BR;Boa Vista;POR;Town;26795617
458732;BR;Boa Vista;POR;Town;12580220
458733;BR;Boa Vista;POR;Town;12580128
458734;BR;Boa Vista;POR;Town;12580149
458735;BR;Boa Vista;POR;Town;12579299
458736;BR;Boa Vista;POR;Town;12578053
458737;BR;Boa Vista;POR;Town;12578191
458738;BR;Boa Vista;POR;Town;12579317
458739;BR;Boa Vista;POR;Town;12578057
458740;BR;Boa Vista;POR;Town;12581579
458741;BR;Boa Vista;POR;Town;12582468
458742;BR;Boa Vista;POR;Town;12578287
458743;BR;Boa Vista;POR;Town;12579122
458745;BR;Boa Vista;POR;Town;12581499
458746;BR;Boa Vista;POR;Town;12578174
458747;BR;Boa Vista do Helvécio;POR;Town;12578476
458748;BR;Boa Vista do Jauató;POR;Town;12578228
458749;BR;Boado Corrente;POR;Town;12579205
458750;BR;Bôca da Catinga;POR;Town;12580926
458751;BR;Boca da Estrada;POR;Town;26794656
458752;BR;Bôca da Mata;POR;Town;26795171
458754;BR;Bôca da Mata de José Carneiro;POR;Town;12578112
458755;BR;Bôca da Picada;POR;Town;12578287
458756;BR;Bôca do Acará;POR;Town;12578207
458757;BR;Bôca do Capanã;POR;Town;12578207
458758;BR;Bôca do Carrasco;POR;Town;12578400
458759;BR;Bôca do Córrego;POR;Town;12578271
458760;BR;Bôca do Curuquetê;POR;Town;12578203
458761;BR;Boca do Purus;POR;Town;12578179
458762;BR;Boca Javari Mirim;POR;Town;12578174
458764;BR;Bocaina;POR;Town;12579386
458765;BR;Bolacha;POR;Town;12581458
458766;BR;Bom Comércio;POR;Town;12581581
458767;BR;Bom Destino;POR;Town;26795255
458768;BR;Bom Destino;POR;Town;12580132
458769;BR;Bom Distrato;POR;Town;12578057
458770;BR;Bom Futuro;POR;Town;12581581
458771;BR;Bom Futuro;POR;Town;12580132
458772;BR;Bom Intento;POR;Town;12578225
458773;BR;Bom Jardim;POR;Town;12580195
458775;BR;Bom Jardim;POR;Town;12578203
458776;BR;Bom Jardim;POR;Town;12580168
458777;BR;Bom Jardim;POR;Town;12580146
458779;BR;Bom Jardin;POR;Town;12580146
458780;BR;Bom Jesus;POR;Town;12579247
458782;BR;Bom Jesus;POR;Town;12578209
458783;BR;Bom Jesus;POR;Town;12582466
458785;BR;Bom Lugar;POR;Town;12581579
458787;BR;Bom Sossêgo;POR;Town;12578513
458788;BR;Bom Sucesso;POR;Town;12578548
458789;BR;Bom Sucesso;POR;Town;28358223
458791;BR;Bom Sucesso;POR;Town;12580132
458792;BR;Bom Sucesso;POR;Town;26794524
458793;BR;Bom Único;POR;Town;12578219
458794;BR;Bondade;POR;Town;12579272
458795;BR;Bonfim;POR;Town;12580163
458797;BR;Bonfim;POR;Town;12582504
458798;BR;Bonfim;POR;Town;12582440
458799;BR;Bonfim;POR;Town;12578421
458800;BR;Bonfim;POR;Town;12580168
458801;BR;Bonito;POR;Town;12578435
458802;BR;Bonito;POR;Town;12582534
458803;BR;Bonzão;POR;Town;12578461
458804;BR;Boqueirao;POR;Town;26795322
458805;BR;Boqueirao;POR;Town;12581508
458806;BR;Boqueirão dos Filipes;POR;Town;12580941
458807;BR;Borda da Mata;POR;Town;12582428
458809;BR;Botafogo;POR;Town;12578215
458810;BR;Botos;POR;Town;12580138
458812;BR;Braco do Rio;POR;Town;12578843
458813;BR;Brasil;POR;Town;12578174
458814;BR;Brasil;POR;Town;12578203
458815;BR;Brejão;POR;Town;12582465
458816;BR;Brejão;POR;Town;12580985
458817;BR;Brejão;POR;Town;12579179
458819;BR;Brejão;POR;Town;12578364
458820;BR;Brejão;POR;Town;12578936
458821;BR;Brejão;POR;Town;12579296
458822;BR;Brejão;POR;Town;12582535
458823;BR;Brejinho;POR;Town;12578436
458824;BR;Brejinho;POR;Town;12582501
458825;BR;Brejinho;POR;Town;12578443
458826;BR;Brejinho das Ametistas;POR;Town;12578294
458828;BR;Brejo;POR;Town;12578346
458829;BR;Brejo;POR;Town;26794601
458830;BR;Brejo do Amparo;POR;Town;26794993
458831;BR;Brejo do Fogo;POR;Town;12580031
458832;BR;Brejo Espírito Santo;POR;Town;12578571
458833;BR;Brejo Grande;POR;Town;12580028
458834;BR;Brejo Grande;POR;Town;26795392
458835;BR;Brejo Luiza de Brito;POR;Town;12578510
458836;BR;Brejo Novo;POR;Town;12578275
458837;BR;Brejo Redondo;POR;Town;26795431
458839;BR;Brejo Verde;POR;Town;12582491
458841;BR;Brito;POR;Town;12582435
458842;BR;Brocós;POR;Town;26795433
458843;BR;Bucuituba;POR;Town;12578280
458844;BR;Bueno;POR;Town;12579338
458845;BR;Buenolândia;POR;Town;12578973
458846;BR;Buenos Aires;POR;Town;12578301
458847;BR;Buenos Aires;POR;Town;26794999
458850;BR;Buiuio;POR;Town;26795365
458853;BR;Buracão;POR;Town;12579361
458854;BR;Burietá;POR;Town;12578619
458856;BR;Buriti do Raimundo;POR;Town;12579243
458857;BR;Buriti Fechado;POR;Town;12579324
458858;BR;Buriti Grande;POR;Town;26794635
458859;BR;Buriti Torto;POR;Town;12579184
458860;BR;Buritirana;POR;Town;12579224
458863;BR;Buritizinho;POR;Town;12578344
458864;BR;Butolo J.;POR;Town;12582517
458865;BR;Caatinga do Moura;POR;Town;12578437
458866;BR;Cabaceira;POR;Town;12578346
458867;BR;Cabaceira;POR;Town;12578527
458869;BR;Cabe Chico;POR;Town;12578182
458870;BR;Cabeceira Bento Gomes;POR;Town;12579374
458871;BR;Cabeceira de Pedras;POR;Town;26795012
458872;BR;Cabeceira do Riachão;POR;Town;12580988
458873;BR;Cabeceira Grande;POR;Town;12578340
458875;BR;Cabeço;POR;Town;12582391
458876;BR;Cabrália;POR;Town;12578526
458877;BR;Caburã;POR;Town;26794931
458879;BR;Caché;POR;Town;26794960
458880;BR;Cachimbo;POR;Town;12580132
458881;BR;Cachimbo;POR;Town;26794952
458882;BR;Cachoeira;POR;Town;12582465
458883;BR;Cachoeira;POR;Town;12580988
458884;BR;Cachoeira;POR;Town;12579361
458885;BR;Cachoeira;POR;Town;12578364
458886;BR;Cachoeira;POR;Town;12578268
458887;BR;Cachoeira;POR;Town;12578580
458888;BR;Cachoeira;POR;Town;12578386
458889;BR;Cachoeira;POR;Town;12578492
458890;BR;Cachoeira;POR;Town;26795463
458891;BR;Cachoeira;POR;Town;12580132
458892;BR;Cachoeira;POR;Town;12578203
458893;BR;Cachoeira do Bom Jesus;POR;Town;12581654
458894;BR;Cachoeira do Roberto;POR;Town;12580728
458895;BR;Cachoeira Fumaca;POR;Town;12579355
458897;BR;Cachoeirinha;POR;Town;26794652
458898;BR;Cachoeirinha;POR;Town;12578207
458899;BR;Cachoeirinha;POR;Town;12580132
458900;BR;Cachoeirinha;POR;Town;12579380
458901;BR;Cachoeirinha;POR;Town;12578209
458903;BR;Cachorrinho;POR;Town;26795208
458904;BR;Cacimba;POR;Town;12578318
458905;BR;Cacimba;POR;Town;12578527
458906;BR;Cacimbas;POR;Town;26795459
458908;BR;Cacoal;POR;Town;26794972
458909;BR;Cacuriã;POR;Town;12578203
458911;BR;Caeté;POR;Town;12580127
458912;BR;Cafungó;POR;Town;12578425
458913;BR;Caiçara;POR;Town;12578328
458914;BR;Caiçara;POR;Town;12578962
458915;BR;Caiçara;POR;Town;12578182
458917;BR;Caipora;POR;Town;26795040
458918;BR;Caititu;POR;Town;12578527
458919;BR;Caiua;POR;Town;12579151
458920;BR;Caiubi;POR;Town;12578422
458921;BR;Caixa-Pregos;POR;Town;12578639
458922;BR;Cajá;POR;Town;12578641
458923;BR;Cajari;POR;Town;12578194
458924;BR;Caju;POR;Town;12580220
458925;BR;Cajual;POR;Town;12581589
458926;BR;Cajuapara;POR;Town;12580160
458927;BR;Cajubim;POR;Town;12580177
458928;BR;Cajueiro;POR;Town;12580132
458929;BR;Cajueiro;POR;Town;26794850
458930;BR;Cajueiro;POR;Town;12582428
458931;BR;Cajueiro;POR;Town;12582389
458932;BR;Cajueiro;POR;Town;26795617
458933;BR;Cajueiro;POR;Town;26794700
458934;BR;Cajuuna;POR;Town;12580223
458935;BR;Calanaque;POR;Town;12578176
458936;BR;Caldeirão;POR;Town;12581581
458937;BR;Caldeirão;POR;Town;12579298
458938;BR;Caldeirão;POR;Town;12578284
458939;BR;Caldeirão;POR;Town;12578476
458940;BR;Caldeirão;POR;Town;12578293
458941;BR;Caldeirão;POR;Town;12578196
458943;BR;Caldeirão Grande;POR;Town;12578375
458945;BR;Calumbi;POR;Town;12578301
458946;BR;Camaçari;POR;Town;12579229
458949;BR;Camaleões;POR;Town;12578168
458950;BR;Camarão;POR;Town;12578220
458951;BR;Camateí;POR;Town;12578597
458954;BR;Camboim;POR;Town;12578103
458956;BR;Cambuí;POR;Town;12579179
458957;BR;Cambuís;POR;Town;12578316
458958;BR;Camiranga;POR;Town;26794618
458959;BR;Campanário;POR;Town;26794995
458960;BR;Campeira;POR;Town;12579179
458961;BR;Campina;POR;Town;12579272
458962;BR;Campina;POR;Town;12578220
458963;BR;Campina;POR;Town;12578209
458964;BR;Campina do Norte;POR;Town;12578174
458966;BR;Campinas;POR;Town;12578490
458968;BR;Campinho;POR;Town;12580230
458971;BR;Campo Alegre;POR;Town;26794639
458972;BR;Campo Alegre;POR;Town;26794875
458973;BR;Campo Alegre;POR;Town;12579180
458974;BR;Campo Alegre;POR;Town;12582506
458977;BR;Campo de Diauarum;POR;Town;12579390
458978;BR;Campo do Meio;POR;Town;26794842
458982;BR;Campo Formoso;POR;Town;12578641
458983;BR;Campo Largo;POR;Town;12578599
458984;BR;Campo Largo;POR;Town;12580149
458985;BR;Campo Limpo;POR;Town;12579330
458986;BR;Campo Limpo;POR;Town;12579075
458988;BR;Campo Pequeno;POR;Town;12582455
458989;BR;Campo Real;POR;Town;12581411
458990;BR;Campo Redondo;POR;Town;12580114
458991;BR;Campo Santo;POR;Town;26795351
458992;BR;Camuti;POR;Town;12580136
458993;BR;Cana Brava;POR;Town;12582395
458994;BR;Cana Brava;POR;Town;12579664
458995;BR;Cana Brava;POR;Town;12578486
458996;BR;Cana Brava;POR;Town;12578553
458997;BR;Canabrava;POR;Town;12578451
458998;BR;Canabrava dos Martins;POR;Town;12578596
458999;BR;Canabravão;POR;Town;12578580
459000;BR;Canacuri;POR;Town;12578215
459002;BR;Canauani;POR;Town;26794656
459003;BR;Canché;POR;Town;12578443
459004;BR;Candado;POR;Town;12581593
459009;BR;Candomba;POR;Town;12578474
459010;BR;Canea;POR;Town;12580131
459011;BR;Canéapo;POR;Town;12580131
459012;BR;Canela;POR;Town;12582509
459014;BR;Canela de Ema;POR;Town;12578285
459015;BR;Canerama;POR;Town;12579258
459016;BR;Cangati;POR;Town;12578807
459017;BR;Canindé;POR;Town;12578195
459018;BR;Canoã;POR;Town;12579321
459019;BR;Canoa Grande;POR;Town;26794912
459020;BR;Canoão;POR;Town;12578387
459021;BR;Cansa-Perna;POR;Town;26794618
459022;BR;Canta Galo;POR;Town;12579395
459023;BR;Canta-Galo;POR;Town;12578209
459026;BR;Canto Bonito;POR;Town;12582494
459027;BR;Canto Grande;POR;Town;12579217
459028;BR;Canudos;POR;Town;12578070
459029;BR;Canumã;POR;Town;12578182
459030;BR;Canutama;POR;Town;12578193
459032;BR;Capacete;POR;Town;12578224
459033;BR;Capana;POR;Town;12578200
459035;BR;Capanema;POR;Town;12579329
459036;BR;Capão;POR;Town;12578559
459037;BR;Capão;POR;Town;12578454
459038;BR;Capão;POR;Town;12578268
459039;BR;Capão;POR;Town;12579089
459040;BR;Capão da Volta;POR;Town;12578378
459041;BR;Capão Frio;POR;Town;12578492
459042;BR;Capatará;POR;Town;12578058
459043;BR;Capela;POR;Town;12579128
459047;BR;Capela do Saica;POR;Town;12581272
459048;BR;Capim Puba;POR;Town;12578462
459049;BR;Capipi;POR;Town;26794931
459050;BR;Capitao Araujo;POR;Town;26795200
459051;BR;Capitari;POR;Town;12578213
459052;BR;Capoeira;POR;Town;12578182
459053;BR;Capoeira;POR;Town;12582466
459054;BR;Capoeira do Filipão;POR;Town;12578328
459056;BR;Carababá;POR;Town;12578185
459057;BR;Caracol;POR;Town;12581581
459058;BR;Caracol;POR;Town;12578584
459059;BR;Caraguataí;POR;Town;12578451
459061;BR;Caraíba;POR;Town;12578527
459062;BR;Caraiba;POR;Town;12581784
459063;BR;Caraíba de Santa Tereza;POR;Town;12578527
459064;BR;Caraíbas;POR;Town;12580924
459066;BR;Caraibeiras;POR;Town;26795189
459067;BR;Caraibuna;POR;Town;12578335
459068;BR;Carajari;POR;Town;12580132
459069;BR;Carajuru;POR;Town;12578220
459070;BR;Carandàzinho;POR;Town;12579323
459071;BR;Caranguejo;POR;Town;26795570
459072;BR;Caraparu;POR;Town;12580206
459073;BR;Carapi;POR;Town;12578078
459074;BR;Carará;POR;Town;12578194
459075;BR;Carara Poço;POR;Town;12578220
459076;BR;Carara Puca;POR;Town;12578220
459077;BR;Caratacá;POR;Town;12578623
459078;BR;Caratateua;POR;Town;12580140
459079;BR;Carauari;POR;Town;12578185
459081;BR;Carauna;POR;Town;12578375
459082;BR;Caràzinho;POR;Town;12581698
459083;BR;Cardoso;POR;Town;12579495
459084;BR;Careaçu;POR;Town;12579539
459085;BR;Careiro;POR;Town;12578187
459086;BR;Cariaçá;POR;Town;12578598
459087;BR;Caricarnha da Penha;POR;Town;12580869
459089;BR;Carimã;POR;Town;12580740
459090;BR;Caripé;POR;Town;12578213
459091;BR;Caripi;POR;Town;12580164
459092;BR;Cariri;POR;Town;12580168
459095;BR;Carmo;POR;Town;12580152
459096;BR;Carmo;POR;Town;12580219
459099;BR;Carnaíba do Sertão;POR;Town;12578447
459100;BR;Carnaibas;POR;Town;12580936
459103;BR;Carqueja;POR;Town;12580785
459104;BR;Carrazedo;POR;Town;12580163
459105;BR;Caruru;POR;Town;26794571
459106;BR;Carvalho;POR;Town;12580195
459107;BR;Carvoal;POR;Town;12579327
459108;BR;Casa do Crispim;POR;Town;12582517
459109;BR;Casa Verde;POR;Town;12578527
459110;BR;Casalvasco;POR;Town;12579402
459111;BR;Cascata;POR;Town;12579189
459113;BR;Casinha;POR;Town;12580133
459114;BR;Castanha;POR;Town;12578220
459115;BR;Castanhal;POR;Town;12578180
459116;BR;Castanhal;POR;Town;12578194
459117;BR;Castanheira;POR;Town;12578052
459118;BR;Castanheiro;POR;Town;12578218
459119;BR;Castanheiro;POR;Town;12578196
459120;BR;Castanho;POR;Town;12580144
459121;BR;Castanho;POR;Town;12578213
459122;BR;Castelo;POR;Town;26795550
459124;BR;Castrinópolis;POR;Town;12579060
459125;BR;Castro Alves;POR;Town;12578221
459127;BR;Catimbau;POR;Town;12580754
459128;BR;Catingal;POR;Town;12578474
459130;BR;Catingueiro;POR;Town;12580924
459131;BR;Catolé;POR;Town;12578754
459132;BR;Catolés;POR;Town;12578231
459133;BR;Catolèzinho;POR;Town;12578417
459136;BR;Catulé;POR;Town;12578328
459138;BR;Caubi;POR;Town;12581589
459139;BR;Caubi;POR;Town;12578478
459140;BR;Cavaco;POR;Town;12578450
459141;BR;Cavaidaruco;POR;Town;12578220
459143;BR;Cavunge;POR;Town;12578395
459145;BR;Caxangá;POR;Town;12580215
459146;BR;Caxinauá;POR;Town;12578061
459147;BR;Caxingó;POR;Town;12580923
459148;BR;Cazuza Ferreira;POR;Town;12581489
459149;BR;Cedro;POR;Town;12579175
459150;BR;Cedro;POR;Town;12580175
459151;BR;Cedrolina;POR;Town;12579074
459152;BR;Cemiterio Grande;POR;Town;26794656
459154;BR;Centro Sêco;POR;Town;12579270
459155;BR;Cercadinho;POR;Town;12582473
459156;BR;Ceresópolis;POR;Town;12579064
459160;BR;Chácara;POR;Town;12579959
