WOEID;ISO Country Code;Preferred "Normal" Name;Language Code of Name;laceType Code;Parent ID
459161;BR;Chapada (X);POR;Town;12578552
459162;BR;Chapada;POR;Town;26794703
459163;BR;Chapada;POR;Town;12578603
459164;BR;Chapada Velha;POR;Town;12578301
459165;BR;Charqueada;POR;Town;12582494
459167;BR;Chiqueiro;POR;Town;12578333
459168;BR;Chiquito;POR;Town;26794900
459169;BR;Chiriri;POR;Town;12581589
459170;BR;Chocolatal;POR;Town;12581586
459171;BR;Chorrochó;POR;Town;12578324
459173;BR;Cigana;POR;Town;12580175
459174;BR;Cigarro;POR;Town;12578183
459175;BR;Cinco Anzóis;POR;Town;12580130
459177;BR;Cipó;POR;Town;26794576
459178;BR;Cipó;POR;Town;26794720
459179;BR;Cipó de Leite;POR;Town;12578525
459180;BR;Cipoal;POR;Town;12578194
459181;BR;Cipoal;POR;Town;12578208
459182;BR;Cipoal;POR;Town;12580185
459183;BR;Cipoeiro;POR;Town;12578232
459185;BR;Clara;POR;Town;12581403
459186;BR;Clara Aurora;POR;Town;12578225
459187;BR;Claretiana;POR;Town;12578982
459189;BR;Cliza;POR;Town;12581565
459190;BR;Coatiçaba;POR;Town;12578977
459191;BR;Cobras;POR;Town;26794931
459192;BR;Cocal;POR;Town;12578284
459194;BR;Cocal;POR;Town;12579028
459195;BR;Cocalinho;POR;Town;26795032
459196;BR;Cocalzinho;POR;Town;26794700
459197;BR;Cocamera;POR;Town;12578061
459198;BR;Cocaú;POR;Town;12580849
459199;BR;Côcos;POR;Town;12580923
459200;BR;Codeagro;POR;Town;12578206
459201;BR;Coimbra;POR;Town;12581574
459206;BR;Colônia Cocalinho;POR;Town;12580155
459207;BR;Colonia Fernando Costa;POR;Town;12581592
459208;BR;Colônia Meruré;POR;Town;12579343
459209;BR;Colônia Militar;POR;Town;26794563
459210;BR;Colônia Sagrado Coração de Jesus;POR;Town;12579343
459211;BR;Comandatuba;POR;Town;12578629
459212;BR;Cometa;POR;Town;12579179
459213;BR;Companugamu;POR;Town;26795570
459214;BR;Conceição;POR;Town;12582497
459215;BR;Conceição;POR;Town;12582496
459216;BR;Conceição;POR;Town;12581576
459217;BR;Conceição;POR;Town;12579387
459218;BR;Conceição;POR;Town;12578180
459219;BR;Conceição;POR;Town;12578190
459221;BR;Conceição das Crioulas;POR;Town;12580852
459222;BR;Conceição de Jacuípe;POR;Town;12578241
459223;BR;Conceição dos Ganchos;POR;Town;12578182
459224;BR;Concórdia;POR;Town;26795067
459225;BR;Concórdia;POR;Town;12578185
459226;BR;Condado;POR;Town;12581589
459227;BR;Condição;POR;Town;26794656
459229;BR;Congorito;POR;Town;12578333
459230;BR;Conquista;POR;Town;26794471
459232;BR;Consolação;POR;Town;26794471
459233;BR;Consuelo;POR;Town;12581565
459234;BR;Consul;POR;Town;26794812
459235;BR;Contão;POR;Town;12581593
459238;BR;Contendas;POR;Town;12580979
459239;BR;Contrato;POR;Town;12580963
459240;BR;Copacabana;POR;Town;12579402
459241;BR;Coqueiro;POR;Town;12579272
459243;BR;Coqueiros;POR;Town;12578456
459244;BR;Coquinhos;POR;Town;12578243
459247;BR;Corda;POR;Town;26795234
459249;BR;Coroa;POR;Town;12578540
459252;BR;Coronel Retiro;POR;Town;12579350
459253;BR;Corrego do Periquilo;POR;Town;12579213
459255;BR;Correnteza;POR;Town;12578170
459258;BR;Corvo;POR;Town;12581247
459259;BR;Costa;POR;Town;12580969
459262;BR;Covas;POR;Town;12578430
459263;BR;Coxilha Grande;POR;Town;12581551
459264;BR;Coxipó da Ponte;POR;Town;12579338
459265;BR;Coxipó do Ouro;POR;Town;12579338
459266;BR;Cravo;POR;Town;12580156
459267;BR;Criciumal;POR;Town;12581314
459269;BR;Cristalândia;POR;Town;12578285
459270;BR;Cristália;POR;Town;26794990
459271;BR;Crixalândia;POR;Town;12578966
459272;BR;Croatá;POR;Town;12582466
459273;BR;Crucilândia;POR;Town;12579746
459275;BR;Cruz de Malta;POR;Town;26795343
459276;BR;Cruzeiro;POR;Town;12581593
459277;BR;Cruzeiro;POR;Town;12578213
459279;BR;Cuiari;POR;Town;12578220
459280;BR;Cuinarana;POR;Town;12580174
459281;BR;Cuipeua;POR;Town;12580130
459283;BR;Cuiubi;POR;Town;12578220
459284;BR;Cujubim;POR;Town;26794753
459285;BR;Cum;POR;Town;12582535
459286;BR;Cumaru;POR;Town;12580214
459288;BR;Cumaru;POR;Town;12578176
459290;BR;Cumina;POR;Town;12580185
459291;BR;Cunhupuca;POR;Town;12578181
459292;BR;Cupijó;POR;Town;12580149
459293;BR;Cupim;POR;Town;12578182
459294;BR;Cupixi;POR;Town;26795261
459295;BR;Curicaca;POR;Town;26795181
459296;BR;Curicha;POR;Town;12580131
459297;BR;Curima;POR;Town;12580149
459298;BR;Curimatá;POR;Town;12578185
459299;BR;Curite;POR;Town;12580168
459302;BR;Curral de Vacas;POR;Town;12582465
459303;BR;Curral de Varas;POR;Town;26794549
459304;BR;Curral Velho;POR;Town;12580187
459305;BR;Curralinho;POR;Town;12582535
459306;BR;Curralinho de Cima;POR;Town;12578285
459307;BR;Curuçá;POR;Town;12580168
459308;BR;Curuçá;POR;Town;12578209
459309;BR;Curuçá;POR;Town;12578207
459310;BR;Curuçambá;POR;Town;12580139
459311;BR;Curuçambaba;POR;Town;12580149
459312;BR;Curuci;POR;Town;12580168
459313;BR;Curumu;POR;Town;12580146
459314;BR;Curundundum;POR;Town;12578623
459315;BR;Curupaiti;POR;Town;12580151
459316;BR;Curupaiti;POR;Town;12578225
459317;BR;Cururú;POR;Town;12578220
459318;BR;Curuzu;POR;Town;12578184
459319;BR;Curva;POR;Town;12579238
459320;BR;Custo Dio Limao;POR;Town;12579239
459321;BR;Cutia;POR;Town;12579302
459323;BR;Dandanho;POR;Town;12581589
459324;BR;Dansia;POR;Town;12580187
459325;BR;Davinópolis;POR;Town;12578973
459326;BR;Deçana;POR;Town;12578220
459328;BR;Deciolandia;POR;Town;12579340
459330;BR;Demanda;POR;Town;26794471
459331;BR;Democracia;POR;Town;12578207
459332;BR;Deodoro;POR;Town;12581553
459334;BR;Depósito;POR;Town;12578053
459335;BR;Derrubada;POR;Town;12580176
459336;BR;Descalvado;POR;Town;12579327
459337;BR;Descarreto;POR;Town;12582497
459338;BR;Deserto;POR;Town;26795617
459339;BR;Deserto;POR;Town;12580979
459340;BR;Dest. San Simao;POR;Town;12579402
459342;BR;Diamantina;POR;Town;12578190
459343;BR;Diamantina;POR;Town;12578182
459344;BR;Diamantina;POR;Town;12580148
459345;BR;Dias Coelho;POR;Town;12578490
459348;BR;Diógenes Sampaio;POR;Town;12578240
459349;BR;Dirceu;POR;Town;12580230
459351;BR;Dois Irmãos;POR;Town;12582486
459352;BR;Dois Irmãos;POR;Town;12581512
459353;BR;Dom Alexandre;POR;Town;12579317
459355;BR;Dom Quintino;POR;Town;12578693
459356;BR;Domingos da Costa;POR;Town;12578674
459357;BR;Dona Candida;POR;Town;12581591
459358;BR;Dona Helena;POR;Town;12581590
459359;BR;Dona Isabel;POR;Town;12582465
459360;BR;Dores;POR;Town;12579008
459363;BR;Dracena;POR;Town;12579320
459364;BR;Duas e Dois;POR;Town;12578491
459365;BR;Duas Pontas;POR;Town;12582484
459366;BR;Duas Serras;POR;Town;12578248
459369;BR;Elvira;POR;Town;12578174
459370;BR;Ema;POR;Town;12578724
459371;BR;Embiral;POR;Town;12579229
459374;BR;Engano;POR;Town;12578174
459375;BR;Engenho;POR;Town;12579350
459376;BR;Engenho;POR;Town;12579833
459377;BR;Engenho Água Branca;POR;Town;12578495
459378;BR;Engenho Velho;POR;Town;12579389
459379;BR;Enseada;POR;Town;26795415
459380;BR;Enseada de Brito;POR;Town;12581727
459381;BR;Entre Rios;POR;Town;12578182
459382;BR;Entremontes;POR;Town;12578127
459383;BR;Entrocamento;POR;Town;12579294
459384;BR;Entroncamento;POR;Town;26794609
459385;BR;Ererê;POR;Town;12580182
459386;BR;Erval Bonitol;POR;Town;26794801
459389;BR;Escola Rural da Campeira;POR;Town;12582483
459390;BR;Escondido;POR;Town;12580132
459392;BR;Espírito Santo;POR;Town;12578219
459393;BR;Espanha;POR;Town;26794931
459394;BR;Esperança;POR;Town;12579317
459395;BR;Esperança;POR;Town;12580196
459396;BR;Esperanca dos Indios;POR;Town;12579158
459398;BR;Espinhal;POR;Town;12580145
459399;BR;Espinheiro;POR;Town;12579310
459400;BR;Espírito Santo;POR;Town;26795540
459401;BR;Espírito Santo;POR;Town;12578198
459402;BR;Espírito Santo;POR;Town;12578213
459404;BR;Estacao Balnear;POR;Town;12581477
459405;BR;Estiva;POR;Town;12579338
459406;BR;Estiva;POR;Town;26794993
459407;BR;Estiva;POR;Town;12579076
459408;BR;Estiva de Baixo;POR;Town;12578421
459409;BR;Estiva do Campo;POR;Town;12579243
459410;BR;Estreito;POR;Town;12578317
459411;BR;Estreito;POR;Town;12580215
459412;BR;Estreito;POR;Town;12580840
459414;BR;Estrema;POR;Town;12582530
459415;BR;Estrema;POR;Town;12578053
459416;BR;Estrema;POR;Town;12578059
459417;BR;Estrema de Pixuna;POR;Town;12578193
459418;BR;Estrias;POR;Town;12579277
459419;BR;Europa;POR;Town;12578062
459420;BR;Fabião;POR;Town;26794993
459421;BR;Falha;POR;Town;12579189
459422;BR;Farinha;POR;Town;12578328
459424;BR;Favânia;POR;Town;26795617
459425;BR;Favela;POR;Town;26794645
459426;BR;Favónio;POR;Town;12578192
459428;BR;Faz. Gaviao;POR;Town;12579189
459429;BR;Faz. Muraquita;POR;Town;12579322
459430;BR;Faz. Primavera;POR;Town;26794730
459431;BR;Faz. Remanso;POR;Town;12578229
459432;BR;Faz. S. Sebastiao;POR;Town;12581574
459433;BR;Faz. Santa Lucia;POR;Town;12579323
459434;BR;Faz. Tres Irmaos;POR;Town;12579389
459435;BR;Faz. Vista Alegre;POR;Town;12578194
459436;BR;Fazenda Brejo de Tanque;POR;Town;12578466
459437;BR;Fazenda Caldeirao;POR;Town;12578513
459438;BR;Fazenda Canada;POR;Town;12579724
459439;BR;Fazenda Conceicao;POR;Town;12578481
459440;BR;Fazenda de Cima;POR;Town;12579374
459441;BR;Fazenda Firme;POR;Town;12579127
459442;BR;Fazenda Lagoa do Mato;POR;Town;12578294
459443;BR;Fazenda Nova;POR;Town;12580752
459445;BR;Fazenda Tanque Novo;POR;Town;12578323
459446;BR;Fazenda Torrinhas;POR;Town;12579129
459447;BR;Fazendinha;POR;Town;26795431
459448;BR;Fazendinha;POR;Town;12578164
459449;BR;Fazendinha;POR;Town;12580177
459450;BR;Fedegoso;POR;Town;12578490
459452;BR;Feirinha;POR;Town;12578413
459453;BR;Felinto Muller;POR;Town;12580160
459454;BR;Felipe Schmidt;POR;Town;12581635
459455;BR;Feliz do Deserto;POR;Town;12578090
459456;BR;Fernão Velho;POR;Town;12578106
459457;BR;Ferreirópolis;POR;Town;12579973
459458;BR;Figueirao;POR;Town;12579120
459459;BR;Figueiredo;POR;Town;12578457
459460;BR;Filipe;POR;Town;12579831
459463;BR;Firmo;POR;Town;26794728
459464;BR;Flechal;POR;Town;26794618
459465;BR;Flechal;POR;Town;12580168
459467;BR;Flor do Gaúcho;POR;Town;12580222
459468;BR;Flora;POR;Town;12580203
459469;BR;Flora;POR;Town;26795266
459471;BR;Flores;POR;Town;12578490
459472;BR;Flores;POR;Town;12581577
459473;BR;Flores;POR;Town;12579296
459475;BR;Florescência;POR;Town;12578059
459476;BR;Floresta;POR;Town;12579317
459477;BR;Floresta;POR;Town;12578621
459478;BR;Floresta;POR;Town;12578422
459479;BR;Floresta;POR;Town;12578208
459481;BR;Floriano Peixoto;POR;Town;12578106
459483;BR;Fonte Boa;POR;Town;12581575
459484;BR;Fonte do Pau-D'água;POR;Town;12579395
459485;BR;Formiga;POR;Town;12579189
459486;BR;Formiga;POR;Town;12579374
459487;BR;Formosa;POR;Town;12578467
459488;BR;Formosa;POR;Town;12578490
459489;BR;Formosa;POR;Town;26794571
459491;BR;Formoso;POR;Town;12579159
459492;BR;Fortaleza;POR;Town;26795616
459493;BR;Fortaleza;POR;Town;12580230
459494;BR;Fortaleza;POR;Town;12578054
459495;BR;Fortaleza;POR;Town;26795040
459496;BR;Fortaleza;POR;Town;26795369
459498;BR;Fortaleza;POR;Town;26794931
459499;BR;Fortaleza;POR;Town;26794785
459500;BR;Fortaleza;POR;Town;12578447
459501;BR;Fortaleza;POR;Town;12578059
459502;BR;Fortaleza;POR;Town;12581351
459503;BR;Fortaleza;POR;Town;12578208
459504;BR;Forte;POR;Town;12579078
459505;BR;Foz do Breu;POR;Town;26795040
459506;BR;Foz do Copeá;POR;Town;12578188
459507;BR;Foz do Jordão;POR;Town;26794962
459508;BR;Foz do Pauini;POR;Town;12578215
459509;BR;Foz do Riozinho;POR;Town;12578195
459510;BR;Foz do Tarauacá;POR;Town;12578190
459511;BR;Foz Jurupari;POR;Town;12578191
459512;BR;Frades;POR;Town;26795609
459513;BR;França;POR;Town;12578533
459514;BR;Francês;POR;Town;12580168
459516;BR;Freguesia do Andirá;POR;Town;12578177
459518;BR;Freicheiras;POR;Town;12580979
459519;BR;Freixal;POR;Town;12580179
459520;BR;Friburgo;POR;Town;12578191
459522;BR;Fugido;POR;Town;26794853
459523;BR;Fundacao Ecletica;POR;Town;12579075
459524;BR;Furado das Missoes;POR;Town;26795422
459525;BR;Furnas;POR;Town;12580026
459526;BR;Fuzil;POR;Town;12579203
459527;BR;Gabriel;POR;Town;12578586
459528;BR;Gamboa;POR;Town;12578716
459529;BR;Gamboa;POR;Town;12578296
459531;BR;Gameleira;POR;Town;12582519
459532;BR;Gameleira;POR;Town;12582468
459534;BR;Gameleira;POR;Town;12578490
459535;BR;Gameleira;POR;Town;12578473
459536;BR;Gameleira;POR;Town;12582535
459537;BR;Gameleira;POR;Town;26795201
459538;BR;Gancho;POR;Town;12582495
459539;BR;Garapu;POR;Town;12579331
459541;BR;Garcia;POR;Town;12580731
459542;BR;Garcias;POR;Town;12579173
459543;BR;Gardênia;POR;Town;12582234
459544;BR;Garimpinho;POR;Town;26795350
459545;BR;Garimpo do Jenipapo;POR;Town;26795200
459548;BR;Gato;POR;Town;12579224
459549;BR;Gatos;POR;Town;12578435
459550;BR;Gaúcha;POR;Town;12580688
459554;BR;Ginimbu;POR;Town;26794957
459556;BR;Gleba Braúna;POR;Town;12579339
459557;BR;Glória;POR;Town;12580230
459559;BR;Góes;POR;Town;12581091
459560;BR;Gonçalo;POR;Town;12578292
459563;BR;Grand Dégrad;POR;Town;12578161
459564;BR;Graolândia;POR;Town;12582493
459566;BR;Grotão;POR;Town;12578953
459567;BR;Grotão;POR;Town;12578449
459568;BR;Gruna;POR;Town;12578599
459569;BR;Gruta Funda;POR;Town;26794999
459571;BR;Guaibim;POR;Town;12578633
459572;BR;Guaicurus;POR;Town;12579149
459573;BR;Guajará;POR;Town;12578180
459574;BR;Guajará;POR;Town;12580148
459575;BR;Guajará-Açu;POR;Town;12580147
459576;BR;Guajaratuba;POR;Town;12578225
459577;BR;Guajarraã;POR;Town;12578215
459578;BR;Guanabara;POR;Town;12578059
459579;BR;Guapé;POR;Town;12579684
459581;BR;Guapira;POR;Town;12578477
459582;BR;Guarani;POR;Town;12578058
459583;BR;Guarani;POR;Town;26794931
459584;BR;Guarani;POR;Town;12580881
459585;BR;Guaraúna;POR;Town;12580703
459586;BR;Guariba;POR;Town;12580136
459587;BR;Guaribas;POR;Town;12579184
459590;BR;Guerém;POR;Town;12578633
459591;BR;Guia;POR;Town;12579338
459593;BR;Guloso;POR;Town;12578396
459594;BR;Gurupá Mirim;POR;Town;12578540
459595;BR;H. Saraiva;POR;Town;12581477
459597;BR;Hernandarias;POR;Town;12580668
459598;BR;Hidreletrica Curua-Una;POR;Town;12580210
459599;BR;Hidrolandia;POR;Town;12578627
459600;BR;Horizonte;POR;Town;26794606
459601;BR;Hristais;POR;Town;12578685
459603;BR;Humaitá;POR;Town;12580132
459604;BR;Humaitá;POR;Town;12578061
459605;BR;Humildes;POR;Town;12578360
459607;BR;Iapi;POR;Town;12578719
459608;BR;Iaquirana;POR;Town;12578220
459609;BR;Iaripo;POR;Town;12580131
459611;BR;Iauacaná;POR;Town;12578220
459612;BR;Iavarite;POR;Town;12580168
459613;BR;Ibiaçu;POR;Town;12578478
459614;BR;Ibiagui;POR;Town;12578303
459615;BR;Ibiajara;POR;Town;12578559
459616;BR;Ibiaporã;POR;Town;12578495
459620;BR;Ibiporanga;POR;Town;12578392
459625;BR;Ibiratinga;POR;Town;12580872
459627;BR;Ibitunane;POR;Town;12578367
459628;BR;Ibitupã;POR;Town;12578379
459631;BR;Icó;POR;Town;12580840
459632;BR;Icòzeira;POR;Town;12578232
459634;BR;Igara;POR;Town;12578598
459635;BR;Igarape Azul;POR;Town;26794905
459636;BR;Igatu;POR;Town;12578244
459639;BR;Iguá;POR;Town;12578641
459640;BR;Iguaba;POR;Town;12578339
459641;BR;Igualdade;POR;Town;12578200
459642;BR;Igualdade;POR;Town;12578203
459644;BR;Iguatemi;POR;Town;12578463
459645;BR;Ii-Tapuia;POR;Town;12578220
459646;BR;Ijucapirama;POR;Town;12581390
459647;BR;Ildefonso;POR;Town;12579395
459648;BR;Ilha;POR;Town;12578580
459649;BR;Ilha;POR;Town;12582455
459650;BR;Ilha Dentro;POR;Town;12578532
459651;BR;Ilha Grande;POR;Town;12578218
459652;BR;Ilhinha;POR;Town;12582536
459653;BR;Ilhota da Maloca Aroni;POR;Town;12580187
459655;BR;Imbiruçu;POR;Town;26794808
459656;BR;Imboiara;POR;Town;12580930
459657;BR;Imperatriz;POR;Town;12578185
459658;BR;Inajá;POR;Town;12578209
459660;BR;Indaiá;POR;Town;12578644
459662;BR;Independência;POR;Town;26795617
459664;BR;Inema;POR;Town;12578425
459666;BR;Ingàzeira;POR;Town;12578572
459667;BR;Inhobim;POR;Town;12578641
459668;BR;Inhumas;POR;Town;12579298
459669;BR;Ipané;POR;Town;12579179
459670;BR;Ipanoré;POR;Town;12578220
459671;BR;Ipiranga;POR;Town;12578179
459672;BR;Ipiranga;POR;Town;12578215
459675;BR;Ipiranga;POR;Town;12578219
459676;BR;Ipiranga;POR;Town;12578201
459677;BR;Ipiúna;POR;Town;12578438
459680;BR;Ipuaçu;POR;Town;12578360
459683;BR;Iracema;POR;Town;26795581
459684;BR;Iracema;POR;Town;12578054
459685;BR;Iracema;POR;Town;26795040
459686;BR;Iraí;POR;Town;12578235
459689;BR;Iraiti;POR;Town;12578220
459690;BR;Iraporanga;POR;Town;12578401
459691;BR;Irundiara;POR;Town;12578436
459693;BR;Itabaiana;POR;Town;12578185
459697;BR;Itacuruba;POR;Town;12580802
459701;BR;Itaibó;POR;Town;12578442
459703;BR;Itaipava;POR;Town;12579184
459704;BR;Itaipava;POR;Town;12578857
459705;BR;Itaipu;POR;Town;26794471
459707;BR;Itaiú;POR;Town;12578973
459708;BR;Itajaí;POR;Town;12578503
459711;BR;Itajuru;POR;Town;12578442
459712;BR;Itamarati;POR;Town;12580179
459714;BR;Itamauari;POR;Town;26794618
459715;BR;Itamira;POR;Town;12578251
459716;BR;Itamotinga;POR;Town;12578447
459717;BR;Itanhi;POR;Town;12578441
459719;BR;Itapacurá;POR;Town;12580168
459720;BR;Itapajipe;POR;Town;12579737
459721;BR;Itapeua;POR;Town;12580224
459722;BR;Itapicuru;POR;Town;12578599
459723;BR;Itapicuru;POR;Town;12578463
459724;BR;Itapinima;POR;Town;12578207
459726;BR;Itapocu;POR;Town;12581610
459727;BR;Itaporã;POR;Town;26794524
459732;BR;Itaquaraí;POR;Town;12578285
459733;BR;Itaquirai;POR;Town;12579141
459734;BR;Itareru;POR;Town;12578574
459735;BR;Itariri;POR;Town;12582047
459736;BR;Itaroquém;POR;Town;12581483
459737;BR;Itarumã;POR;Town;12578995
459738;BR;Itaúbal;POR;Town;12578164
459739;BR;Itaúna;POR;Town;12578201
459743;BR;Itiúba;POR;Town;12578562
459744;BR;Itiúba;POR;Town;12578614
459746;BR;Itucumã;POR;Town;12578190
459747;BR;Itupeva;POR;Town;12578483
459748;BR;Ituqui;POR;Town;12578194
459751;BR;Iurirana;POR;Town;26794486
459754;BR;Ixu;POR;Town;12579323
459755;BR;Jaboatão;POR;Town;12580809
459756;BR;Jaburu;POR;Town;12579224
459757;BR;Jaburuzinho;POR;Town;12580146
459758;BR;Jabuti;POR;Town;12578211
459759;BR;Jacamim;POR;Town;12581590
459761;BR;Jacaraípe;POR;Town;12578886
459762;BR;Jacarandá;POR;Town;12578570
459763;BR;Jacare (X);POR;Town;12578190
459764;BR;Jacaré;POR;Town;12580785
459765;BR;Jacaré;POR;Town;12578192
459766;BR;Jacaré;POR;Town;12580221
459769;BR;Jacitara;POR;Town;12578208
459770;BR;Jacu;POR;Town;12582518
459771;BR;Jacu;POR;Town;26795014
459772;BR;Jacu;POR;Town;26794611
459773;BR;Jacu;POR;Town;12580985
459774;BR;Jacurici;POR;Town;12578430
459775;BR;Jaguara;POR;Town;12578360
459776;BR;Jainu;POR;Town;12578198
459777;BR;Jamari;POR;Town;26794652
459781;BR;Japecanga;POR;Town;12580838
459782;BR;Japu;POR;Town;12578393
459783;BR;Japu;POR;Town;12578465
459784;BR;Japurá;POR;Town;12578200
459787;BR;Jardim;POR;Town;12580856
459788;BR;Jardim;POR;Town;26795146
459789;BR;Jataí;POR;Town;12578977
459791;BR;Jatobá;POR;Town;12580132
459792;BR;Jatobá;POR;Town;12579371
459793;BR;Jauarauá;POR;Town;12578228
459794;BR;Jauari;POR;Town;12578218
459795;BR;Jaudilândia;POR;Town;12579366
459796;BR;Jauquara;POR;Town;12579324
459797;BR;Jenipapo;POR;Town;26795200
459798;BR;Jenipapo;POR;Town;12580854
459799;BR;Jenipapo;POR;Town;12578166
459800;BR;Jenipapo;POR;Town;12580219
459801;BR;Jenipareiro;POR;Town;26795183
459802;BR;Jeroaquara;POR;Town;12578962
459803;BR;Jerônimo;POR;Town;12578182
459804;BR;Jerônimo;POR;Town;12578517
459805;BR;Jibóia;POR;Town;12578220
459806;BR;Jibóia;POR;Town;12578318
459807;BR;Jiju;POR;Town;12581589
459808;BR;Jirau;POR;Town;12581581
459809;BR;Jirau;POR;Town;12578527
459810;BR;Jiribatuba;POR;Town;12578639
459811;BR;Joana Peres;POR;Town;12580138
459812;BR;Joanes;POR;Town;12580204
459813;BR;João Correia;POR;Town;12578492
459814;BR;Joao Farias;POR;Town;12578222
459815;BR;João Filipe;POR;Town;26794645
459816;BR;João Gama;POR;Town;26795171
459817;BR;João Lopes;POR;Town;26795616
459818;BR;João Martins;POR;Town;12580957
459819;BR;João Paulo;POR;Town;12579362
459820;BR;João Ribeiro;POR;Town;12579380
459823;BR;Jojoca;POR;Town;12580132
459825;BR;José Bonifácio;POR;Town;12581587
459826;BR;José Coco;POR;Town;12582506
459828;BR;José Filipe Rodrigues;POR;Town;12580195
459829;BR;José Gonçalo;POR;Town;12578287
459830;BR;José Gonçalves;POR;Town;12578641
459831;BR;Jose Lopes;POR;Town;12578527
459832;BR;José Mineiro;POR;Town;12582465
459833;BR;Juá;POR;Town;12578522
459834;BR;Juá;POR;Town;12578388
459835;BR;Juaba;POR;Town;12580149
459836;BR;Juacema;POR;Town;12578439
459837;BR;Juan Borges;POR;Town;26795616
459839;BR;Juazeirinho;POR;Town;12580802
459840;BR;Juca;POR;Town;12578220
459841;BR;Juçaral;POR;Town;12579224
459843;BR;Jucelândia;POR;Town;12579004
459844;BR;Júlia;POR;Town;12578200
459845;BR;Jumas;POR;Town;12578194
459846;BR;Junção;POR;Town;12581458
459847;BR;Junco;POR;Town;12578447
459848;BR;Junco;POR;Town;12582437
459849;BR;Junco do Seridó;POR;Town;12580307
459853;BR;Jupaguá;POR;Town;12578341
459854;BR;Juparal;POR;Town;12579243
459855;BR;Jupariteua;POR;Town;12580128
459856;BR;Juraci;POR;Town;12578479
459858;BR;Jurema;POR;Town;12578462
459860;BR;Jurema;POR;Town;12578301
459861;BR;Jurícia;POR;Town;12578203
459862;BR;Jurubeba;POR;Town;12579179
459863;BR;Juruti;POR;Town;12580136
459864;BR;Juruti Velho;POR;Town;12580171
459865;BR;Jutaí;POR;Town;12578202
459866;BR;Jutaí;POR;Town;26794990
459867;BR;Jutica;POR;Town;12578226
459868;BR;Kapiting;POR;Town;12580131
459869;BR;Ladeira Vermelha;POR;Town;26794767
459870;BR;Lago;POR;Town;12578318
459871;BR;Lago da Pedra;POR;Town;12579233
459872;BR;Lago Verde;POR;Town;12581581
459873;BR;Lagoa;POR;Town;12580704
459874;BR;Lagoa Bonita;POR;Town;12578413
459875;BR;Lagoa Clara;POR;Town;12578260
459876;BR;Lagoa Clara;POR;Town;12578466
459877;BR;Lagoa Comprida;POR;Town;12578611
459878;BR;Lagoa Comprida;POR;Town;12578621
459879;BR;Lagoa da Canabrava;POR;Town;12578542
459880;BR;Lagoa da Onça;POR;Town;12578352
459881;BR;Lagoa de Dentro;POR;Town;12578504
459882;BR;Lagoa do Alegre;POR;Town;12578318
